sample_name,BioSample,Assay.Type,LibraryLayout,LibrarySource,LibrarySelection,Instrument,sex,age,medium,Strain,Tissue,Experiment,Run
DGRP_Line_810_Male_SAMN09739067,SAMN09739067,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_810,Whole flies,SRX4484185,SRR7619948
DGRP_Line_812_Male_SAMN09739063,SAMN09739063,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_812,Whole flies,SRX4484189,SRR7619954
DGRP_Line_818_Female_SAMN09739062,SAMN09739062,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_818,Whole flies,SRX4484190,SRR7619956
DGRP_Line_818_Male_SAMN09739060,SAMN09739060,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_818,Whole flies,SRX4484192,SRR7619958
DGRP_Line_818_Male_SAMN09739059,SAMN09739059,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_818,Whole flies,SRX4484193,SRR7619960
DGRP_Line_819_Female_SAMN09739058,SAMN09739058,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_819,Whole flies,SRX4484194,SRR7619962
DGRP_Line_819_Female_SAMN09739057,SAMN09739057,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_819,Whole flies,SRX4484195,SRR7619963
DGRP_Line_820_Female_SAMN09738955,SAMN09738955,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_820,Whole flies,SRX4484199,SRR7619968
DGRP_Line_820_Male_SAMN09738954,SAMN09738954,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_820,Whole flies,SRX4484200,SRR7619969
DGRP_Line_821_Female_SAMN09738950,SAMN09738950,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_821,Whole flies,SRX4484202,SRR7619971
DGRP_Line_821_Male_SAMN09738953,SAMN09738953,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_821,Whole flies,SRX4484204,SRR7619975
DGRP_Line_821_Male_SAMN09738952,SAMN09738952,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_821,Whole flies,SRX4484205,SRR7619976
DGRP_Line_822_Female_SAMN09738948,SAMN09738948,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_822,Whole flies,SRX4484206,SRR7619978
DGRP_Line_822_Female_SAMN09738947,SAMN09738947,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_822,Whole flies,SRX4484207,SRR7619979
DGRP_Line_822_Male_SAMN09738946,SAMN09738946,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_822,Whole flies,SRX4484208,SRR7619980
DGRP_Line_832_Female_SAMN09738997,SAMN09738997,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_832,Whole flies,SRX4484214,SRR7619988
DGRP_Line_832_Female_SAMN09738996,SAMN09738996,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_832,Whole flies,SRX4484215,SRR7619989
DGRP_Line_837_Male_SAMN09738991,SAMN09738991,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_837,Whole flies,SRX4484220,SRR7619995
DGRP_Line_837_Male_SAMN09738990,SAMN09738990,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_837,Whole flies,SRX4484221,SRR7619997
DGRP_Line_849_Female_SAMN09738985,SAMN09738985,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_849,Whole flies,SRX4484226,SRR7620002
DGRP_Line_849_Female_SAMN09738985,SAMN09738985,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_849,Whole flies,SRX4484226,SRR7620003
DGRP_Line_849_Male_SAMN09738983,SAMN09738983,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_849,Whole flies,SRX4484228,SRR7620005
DGRP_Line_849_Male_SAMN09738982,SAMN09738982,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_849,Whole flies,SRX4484229,SRR7620006
DGRP_Line_850_Female_SAMN09738977,SAMN09738977,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_850,Whole flies,SRX4484234,SRR7620012
DGRP_Line_850_Male_SAMN09738974,SAMN09738974,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_850,Whole flies,SRX4484237,SRR7620015
DGRP_Line_853_Female_SAMN09739033,SAMN09739033,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_853,Whole flies,SRX4484242,SRR7620021
DGRP_Line_853_Male_SAMN09739031,SAMN09739031,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_853,Whole flies,SRX4484244,SRR7620023
DGRP_Line_855_Female_SAMN09739028,SAMN09739028,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_855,Whole flies,SRX4484247,SRR7620027
DGRP_Line_855_Male_SAMN09739027,SAMN09739027,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_855,Whole flies,SRX4484248,SRR7620028
DGRP_Line_855_Male_SAMN09739026,SAMN09739026,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_855,Whole flies,SRX4484249,SRR7620029
DGRP_Line_857_Male_SAMN09739022,SAMN09739022,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_857,Whole flies,SRX4484253,SRR7620033
DGRP_Line_861_Female_SAMN09739021,SAMN09739021,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_861,Whole flies,SRX4484254,SRR7620034
DGRP_Line_88_Female_SAMN09739115,SAMN09739115,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_88,Whole flies,SRX4484259,SRR7620040
DGRP_Line_88_Male_SAMN09739114,SAMN09739114,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_88,Whole flies,SRX4484260,SRR7620042
DGRP_Line_88_Male_SAMN09739113,SAMN09739113,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_88,Whole flies,SRX4484261,SRR7620043
DGRP_Line_882_Male_SAMN09739110,SAMN09739110,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_882,Whole flies,SRX4484265,SRR7620047
DGRP_Line_884_Female_SAMN09739108,SAMN09739108,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_884,Whole flies,SRX4484267,SRR7620050
DGRP_Line_884_Male_SAMN09739107,SAMN09739107,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_884,Whole flies,SRX4484268,SRR7620051
DGRP_Line_884_Male_SAMN09739106,SAMN09739106,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_884,Whole flies,SRX4484269,SRR7620052
DGRP_Line_890_Female_SAMN09739103,SAMN09739103,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_890,Whole flies,SRX4484271,SRR7620054
DGRP_Line_894_Male_SAMN09739157,SAMN09739157,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_894,Whole flies,SRX4484280,SRR7620065
DGRP_Line_897_Female_SAMN09739155,SAMN09739155,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_897,Whole flies,SRX4484282,SRR7620067
DGRP_Line_897_Female_SAMN09739154,SAMN09739154,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_897,Whole flies,SRX4484283,SRR7620069
DGRP_Line_900_Female_SAMN09739151,SAMN09739151,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_900,Whole flies,SRX4484286,SRR7620072
DGRP_Line_900_Male_SAMN09739149,SAMN09739149,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_900,Whole flies,SRX4484288,SRR7620074
DGRP_Line_900_Male_SAMN09739148,SAMN09739148,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_900,Whole flies,SRX4484289,SRR7620075
DGRP_Line_908_Female_SAMN09739143,SAMN09739143,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_908,Whole flies,SRX4484294,SRR7620080
DGRP_Line_908_Female_SAMN09739142,SAMN09739142,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_908,Whole flies,SRX4484295,SRR7620081
DGRP_Line_908_Male_SAMN09739141,SAMN09739141,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_908,Whole flies,SRX4484296,SRR7620083
DGRP_Line_91_Male_SAMN09739136,SAMN09739136,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_91,Whole flies,SRX4484301,SRR7620090
DGRP_Line_911_Female_SAMN09739134,SAMN09739134,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_911,Whole flies,SRX4484303,SRR7620092
DGRP_Line_911_Male_SAMN09739133,SAMN09739133,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_911,Whole flies,SRX4484304,SRR7620093
DGRP_Line_911_Male_SAMN09739132,SAMN09739132,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_911,Whole flies,SRX4484305,SRR7620095
DGRP_Line_913_Female_SAMN09739130,SAMN09739130,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_913,Whole flies,SRX4484307,SRR7620097
DGRP_Line_913_Male_SAMN09739128,SAMN09739128,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_913,Whole flies,SRX4484309,SRR7620099
DGRP_Line_93_Female_SAMN09739163,SAMN09739163,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,female,3-5 days old,cornmeal-molasses-agar,DGRP_93,Whole flies,SRX4484311,SRR7620102
DGRP_Line_93_Male_SAMN09739162,SAMN09739162,RNA-Seq,SINGLE,TRANSCRIPTOMIC,cDNA,Illumina HiSeq 2500,male,3-5 days old,cornmeal-molasses-agar,DGRP_93,Whole flies,SRX4484312,SRR7620104
